"sku","product_type","attribute_set_code","name","shortname","brand","manufacturer","trademark_owner","type_of_product","smart_cat","format","pouches_can","piece_box","net_weight_g","portionsize","weight_per_piece_g","net_weight_oz","coreflavor","flavor","is_unflavored","mixpack","multiplack","type_of_nicotine","nicotinemg","nicotine_mg_pouch","nicotine_mg_tablet","nicotine_mg_lozenge","nicotine_mg_gum","nicotine_mg_bit_or_plug","nicotine_mg_cotton_ball","country_of_manufacture","short_description","description","moisture","nicotine_strength","nikotinstyrka","unit","units_per_sku","contains_tobacco","contains_nicotine","ingredient_list","product_characteristics","product_websites","calculated_US_dots_pouch","Strength_w_suffix","base_image","small_image","thumbnail_image","GTIN","insights_name","Allow_Alabama_Sales","Allow_California_Sales","Product_series","flavor_name","strength_mother_child_selector","display_brand","Allow Subscription"
"FRE-60850","Simple","Nicotine Pouches, Synthetic","FRE Mint 3mg","FRE Mint 3mg","FRE","Nu-X Ventures","Turning Point Brands","All White Portion","All White Portion","Slim","20","","10.0","0.50","","0.35","Mint","Mint","No","No","","Synthetic Nicotine","6.0","3.0","","","","","","India","FRE Mint 3mg nicotine pouches have a mint flavor, delivering 3mg of nicotine per pouch.","<h2>Pouch Highlights</h2><ul><li>Features the flavor and cooling effect of mint</li><li>Made with synthetic nicotine</li><li>A go-to alternative for tobacco-free nicotine</li><li>Easy to use whenever, wherever</li></ul><h3>Discover FRE Mint 3mg Nicotine Pouches</h3><p>FRE Mint 3mg nicotine pouches provide a mint flavor in a slim, semi-moist format. Each pouch is made without tobacco and includes 3mg of synthetic nicotine. The Mint flavor is also offered in 6mg, 9mg, 12mg, and 15mg strengths for those looking for other levels. The pouches are intended for a spit-free experience and come in cans containing 20 pouches. Available to purchase as single cans or in packs of 5, 10, 25, or 50 through Northerner.</p><p><strong>How to Use:</strong> Break the perforated seal to open the can. Place one FRE Mint 3mg pouch between your gum and lip and keep it there for up to 40 minutes. Once done, discard the pouch in the trash.</p><h3>About FRE</h3><p><a href=""https://www.northerner.com/us/fre"">FRE nicotine pouches</a> are intended for adults 21 years and older. They contain synthetic nicotine and are completely free of tobacco. The lineup includes multiple strengths and flavor options, such as Mint, Wintergreen, Sweet, and Lush.</p>","","Normal","1","","","No","Yes","Microcrystalline Cellulose, Water, Xylitol, Propylene Glycol, Flavorings, Nicotine, Tartaric Acid, Flavorant, Sodium Bicarbonate, Sodium carbonate, Hydroxypropyl cellulose, Sodium Chloride, Sucralose, Gum arabic.","Contains Artificial Sweetners,Contains Flavoring,Contains Nicotine,Contains Salt","Nicokick US,Northerner US","1","3.0 mg/pouch","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/a9/d9/19/63/6319d9a9f060d100017561d5/images/e7/4c/8c/69/698c4ce7138033b373e4e02c/FRE-Mint-3mg-01_0wp3pk.png?s=1200x,https://files.plytix.com/api/v1.1/file/public_files/pim/assets/a9/d9/19/63/6319d9a9f060d100017561d5/images/e8/4c/8c/69/698c4ce8138033b373e4e02e/FRE-Mint-3mg-02_ytz7t3.png?s=1200x","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/a9/d9/19/63/6319d9a9f060d100017561d5/images/e7/4c/8c/69/698c4ce7138033b373e4e02c/FRE-Mint-3mg-01_0wp3pk.png?s=1200x","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/a9/d9/19/63/6319d9a9f060d100017561d5/images/e7/4c/8c/69/698c4ce7138033b373e4e02c/FRE-Mint-3mg-01_0wp3pk.png?s=1200x","840158608501","FRE Mint 3mg","Yes","","FRE Nicotine Pouches","Mint","3.0 mg","FRE","Yes"
"FRE-60862","Simple","Nicotine Pouches, Synthetic","FRE Mint 6mg","FRE Mint 6mg","FRE","Nu-X Ventures","Turning Point Brands","All White Portion","All White Portion","Slim","20","","9.98","0.50","","0.35","Mint","Mint","No","No","No","Synthetic Nicotine","12.0","6.0","","","","","","India","<p>FRE Mint 6mg nicotine pouches have a mint flavor, delivering 6mg of nicotine per pouch.</p>","<h2>Pouch Highlights</h2><ul><li>Features the flavor and cooling effect of mint</li><li>Made with synthetic nicotine</li><li>A go-to alternative for tobacco-free nicotine</li><li>Easy to use whenever, wherever</li></ul><h3><br>Discover FRE Mint 6mg Nicotine Pouches</h3><p>FRE Mint 6mg nicotine pouches provide a mint flavor in a slim, tobacco-free design. Each pouch features a semi-moist texture and delivers 6mg of synthetic nicotine, offering a regular-strength option. With 20 pouches per can, these are intended for oral use, ensuring a spit-free use. For those looking for other strengths, the mint flavor is also available in 9mg, 12mg, and 15mg options. FRE Mint 6mg pouches are available for purchase individually or in multipacks of 5, 10, 25, or 50 through Northerner.</p><p><br><strong>How to Use:</strong> Place one FRE Mint 6mg pouch between your upper lip and gum. Keep it in place for up to 40 minutes, then dispose of it properly after use.</p><p>&nbsp;</p><h3>About FRE</h3><p><a href=""https://www.northerner.com/us/fre"">FRE nicotine pouches</a> offer tobacco-free nicotine alternatives for adults aged 21 and older. Manufactured by Turning Point Brands, these pouches use synthetic nicotine and are available in multiple strengths and flavors, including Mint, Wintergreen, Sweet, and Lush.</p>","","Normal","2","","","No","Yes","","","Northerner US,Nicokick US","2","6.0 mg/pouch","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/a9/d9/19/63/6319d9a9f060d100017561d5/images/33/4d/8c/69/698c4d33948441968b2c2e41/FRE-Mint-6mg-01_ko31bd.png?s=1200x,https://files.plytix.com/api/v1.1/file/public_files/pim/assets/a9/d9/19/63/6319d9a9f060d100017561d5/images/34/4d/8c/69/698c4d34948441968b2c2e42/FRE-Mint-6mg-02_9bhq6m.png?s=1200x","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/a9/d9/19/63/6319d9a9f060d100017561d5/images/33/4d/8c/69/698c4d33948441968b2c2e41/FRE-Mint-6mg-01_ko31bd.png?s=1200x","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/a9/d9/19/63/6319d9a9f060d100017561d5/images/33/4d/8c/69/698c4d33948441968b2c2e41/FRE-Mint-6mg-01_ko31bd.png?s=1200x","840158608624","Fre Mint 6mg","Yes","","FRE Nicotine Pouches","Mint","6.0 mg","FRE","Yes"
"FRE-MINT15MG","Simple","Nicotine Pouches, Synthetic","FRE Mint 15mg","FRE Mint 15mg","FRE","Nu-X Ventures","Turning Point Brands","All White Portion","All White Portion","Slim","20","","10.0","0.50","","0.353","Mint","Mint","No","No","No","Synthetic Nicotine","30.0","15.0","","","","","","India","<p>FRE Mint 15mg nicotine pouches offer a Mint flavor with 15mg of nicotine per pouch.</p>","<h2>Pouch Highlights</h2><ul><li>Features the flavor and cooling effect of mint</li><li>An extra-strong nicotine pouch option</li><li>Made with synthetic nicotine</li><li>Provides a tobacco-free experience</li></ul><h3>Discover FRE Mint 15mg Nicotine Pouches</h3><p>FRE Mint 15mg nicotine pouches deliver a mint flavor in a slim, tobacco-free format. Each pouch has a semi-moist texture and contains 15mg of synthetic nicotine, making it an extra-strong option. With 20 pouches per can, these are designed for oral use, ensuring a spit-free experience with no excess saliva. For those who prefer a different strength, the mint flavor is also available in 6mg, 9mg, and 12mg options. FRE Mint 15mg pouches can be purchased individually or in packs of 5, 10, 25, or 50 through Northerner.</p><p><strong>To use FRE Mint 15mg</strong>, place one pouch between your upper lip and gum. Leave it in place for about 40 minutes, then dispose of it responsibly after use.</p><h3>About FRE</h3><p><a href=""https://www.northerner.com/us/fre"">FRE Nicotine Pouches</a> provide high-quality, tobacco-free nicotine alternatives for adults aged 21 and older. Manufactured by Turning Point Brands, these pouches use synthetic and offers a variety of strengths and flavors, including Mint, Sweet, Lush, and Wintergreen.</p>","","Extra Strong","5","Can","1","No","Yes","Microcrystalline Cellulose, Water, Xylitol, Propylene Glycol, Flavorings, Nicotine, Tartaric Acid, Flavorant, Sodium Bicarbonate, Sodium carbonate,Hydroxypropyl cellulose, Sodium Chloride, Sucralose, Gum arabic.","Contains Nicotine,Contains Artificial Sweetners,Contains Flavoring,Contains Salt","Nicokick US,Northerner US","5","15.0 mg/pouch","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/a9/d9/19/63/6319d9a9f060d100017561d5/images/85/4d/8c/69/698c4d858f52ca9334efebe2/FRE-Mint-15mg-01_9ymkvi.png?s=1200x,https://files.plytix.com/api/v1.1/file/public_files/pim/assets/a9/d9/19/63/6319d9a9f060d100017561d5/images/86/4d/8c/69/698c4d86948441968b2c2e58/FRE-Mint-15mg-02_b55pcj.png?s=1200x","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/a9/d9/19/63/6319d9a9f060d100017561d5/images/85/4d/8c/69/698c4d858f52ca9334efebe2/FRE-Mint-15mg-01_9ymkvi.png?s=1200x","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/a9/d9/19/63/6319d9a9f060d100017561d5/images/85/4d/8c/69/698c4d858f52ca9334efebe2/FRE-Mint-15mg-01_9ymkvi.png?s=1200x","840158609713","Fre Mint 15mg","Yes","","FRE Nicotine Pouches","Mint","15.0 mg","FRE","Yes"
"FRE-16604","Simple","Nicotine Pouches, Synthetic","FRE Mint 12mg","FRE Mint 12mg","FRE","Nu-X Ventures","Turning Point Brands","All White Portion","All White Portion","Slim","20","","9.98","0.50","","0.352","Mint","Mint","No","No","No","Synthetic Nicotine","24.0","12.0","","","","","","India","<p>FRE Mint 12mg nicotine pouches are characterized by a mint flavor and 12 mg of nicotine per pouch.</p>","<h2>Pouch Highlights</h2><ul><li>Features the flavor and cooling effect of mint</li><li>Can be used anytime, anywhere</li><li>Tobacco-free pouches</li><li>Semi-moist pouch made with pre-primed technology</li></ul><h3>Discover FRE Mint 12mg Nicotine Pouches</h3><p>FRE Mint 12mg nicotine pouches feature a mint flavor in a slim format and are entirely tobacco-free. Made with synthetic nicotine, they deliver an extra-strong strength of 12mg per pouch. Designed to be spit-free, these pouches do not produce excess saliva. Each can contains 20 pouches and is available for purchase individually or in packs of 5, 10, 25, and 50. If you enjoy the mint flavor, FRE also offers it in other nicotine strengths: 6mg, 9mg, and 15mg.</p><p><strong>How to use FRE Mint 12mg:</strong> Simply place one pouch between your upper lip and gum. Leave it in place for about 40 minutes, then dispose of it properly after use.</p><h3>About FRE</h3><p><a href=""https://www.northerner.com/us/fre"">FRE nicotine pouches</a> offer a variety of tobacco-free options. Manufactured by Turning Point Brands, FRE provides different strengths and flavors for adults aged 21 and older.</p>","","Extra Strong","4","Can","1","No","Yes","Microcrystalline Cellulose, Water, Xylitol, Propylene Glycol, Flavorings, Nicotine, Tartaric Acid, Flavorant, Sodium Bicarbonate, Sodium carbonate,Hydroxypropyl cellulose, Sodium Chloride, Sucralose, Gum arabic.","Contains Nicotine,Contains Artificial Sweetners,Contains Flavoring,Contains Salt","Nicokick US,Northerner US","4","12.0 mg/pouch","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/a9/d9/19/63/6319d9a9f060d100017561d5/images/f1/4d/8c/69/698c4df1138033b373e4e08a/FRE-Mint-12mg-01_kin635.png?s=1200x,https://files.plytix.com/api/v1.1/file/public_files/pim/assets/a9/d9/19/63/6319d9a9f060d100017561d5/images/f1/4d/8c/69/698c4df18ae4bae40ee15245/FRE-Mint-12mg-02_k7f3ky.png?s=1200x","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/a9/d9/19/63/6319d9a9f060d100017561d5/images/f1/4d/8c/69/698c4df1138033b373e4e08a/FRE-Mint-12mg-01_kin635.png?s=1200x","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/a9/d9/19/63/6319d9a9f060d100017561d5/images/f1/4d/8c/69/698c4df1138033b373e4e08a/FRE-Mint-12mg-01_kin635.png?s=1200x","840158608389","Fre Mint 12mg","Yes","","FRE Nicotine Pouches","Mint","12.0 mg","FRE","Yes"
"FRE-16564","Simple","Nicotine Pouches, Synthetic","FRE Mint 9mg","FRE Mint 9mg","FRE","Nu-X Ventures","Turning Point Brands","All White Portion","All White Portion","Slim","20","","9.98","0.50","","0.352","Mint","Mint","No","No","No","Synthetic Nicotine","18.0","9.0","","","","","","India","<p>FRE Mint 9mg nicotine pouches offer a mint flavor, with each pouch containing 9mg of synthetic nicotine.</p>","<h2>Pouch Highlights</h2><ul><li>Features the flavor and cooling effect of mint</li><li>Incorporates pre-primed technology</li><li>A go-to tobacco-free alternative</li><li>Made with synthetic nicotine</li></ul><h3>Discover FRE Mint 9mg Nicotine Pouches</h3><p>FRE Mint 9mg nicotine pouches feature a mint flavor and come in a slim, tobacco-free format made with synthetic nicotine. Each pouch delivers 9mg of nicotine, with 20 pouches per can. If mint is your preferred flavor, it’s also available in 6mg, 12mg, and 15mg strengths. Designed for oral use only, these pouches are spit-free for added convenience. They can be purchased online individually or in packs of 5, 10, 25, or 50 through Northerner.</p><p><strong>Using FRE Mint 9mg is simple.</strong> Open the can, place one pouch between your lip and gum, and leave it in place for approximately 40 minutes. When finished, remove and dispose of it properly.</p><h3>About FRE</h3><p><a href=""https://www.northerner.com/us/fre"">FRE</a>, manufactured by Turning Point Brands, specializes in tobacco-free nicotine pouches. Utilizing pre-primed technology, FRE offers a variety of strengths and flavors designed for adults seeking tobacco-free oral alternatives.</p>","","Strong","3","Can","1","No","Yes","Microcrystalline Cellulose, Water, Xylitol, Propylene Glycol, Flavorings, Nicotine, Tartaric Acid, Flavorant, Sodium Bicarbonate, Sodium carbonate,Hydroxypropyl cellulose, Sodium Chloride, Sucralose, Gum arabic.","Contains Nicotine,Contains Artificial Sweetners,Contains Flavoring,Contains Salt","Nicokick US,Northerner US","3","9.0 mg/pouch","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/a9/d9/19/63/6319d9a9f060d100017561d5/images/0f/4e/8c/69/698c4e0fae5fff096013cf8e/FRE-Mint-9mg-01_e2oi7x.png?s=1200x,https://files.plytix.com/api/v1.1/file/public_files/pim/assets/a9/d9/19/63/6319d9a9f060d100017561d5/images/0f/4e/8c/69/698c4e0f8f52ca9334efec28/FRE-Mint-9mg-02_ciezzf.png?s=1200x","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/a9/d9/19/63/6319d9a9f060d100017561d5/images/0f/4e/8c/69/698c4e0fae5fff096013cf8e/FRE-Mint-9mg-01_e2oi7x.png?s=1200x","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/a9/d9/19/63/6319d9a9f060d100017561d5/images/0f/4e/8c/69/698c4e0fae5fff096013cf8e/FRE-Mint-9mg-01_e2oi7x.png?s=1200x","840158608266","Fre Mint 9mg","Yes","","FRE Nicotine Pouches","Mint","9.0 mg","FRE","Yes"
"FRE-60912","Simple","Nicotine Pouches, Synthetic","FRE Lush 6mg","FRE Lush 6mg","FRE","Nu-X Ventures","Turning Point Brands","All White Portion","All White Portion","Slim","20","","10.0","0.50","","0.35","Fruit","Tropical Fruit,Watermelon,Wild Berries","No","No","","Synthetic Nicotine","12.0","6.0","","","","","","India","<p>FRE Lush 6mg nicotine pouches feature a fruit flavor and are made with synthetic nicotine, offering a tobacco-free option.</p>","<h2>Pouch Highlights</h2><ul>  <li>Fruit-flavored pouches</li>  <li>A go-to alternative for tobacco-free nicotine</li>  <li>Designed for spit-free and smoke-free use with a synthetic nicotine base</li>  <li>Easy to use whenever, wherever</li></ul><h3>Discover FRE Lush 6mg Nicotine Pouches</h3><p>Manufactured by Turning Point Brands, FRE Lush 6mg nicotine pouches deliver a blend of fruit flavors. These slim, extra-strong pouches are designed for oral use and feature a semi-moist texture with pre-primed technology for an enhanced experience. FRE Lush pouches are tobacco-free and made with synthetic nicotine. Each can contains 20 pouches, providing 12mg of nicotine per pouch. This flavor is also available in 3mg, 9mg,12mg and 15mg nicotine strengths. FRE Lush pouches are available for purchase individually or in sets of 5, 10, 25, or 50, with fast shipping options through Northerner.</p><p><strong>Using FRE Lush 6mg:</strong> Simply place one pouch under your upper lip, keep it there for about 30 minutes, and then dispose of it responsibly after use.</p><h3>About FRE</h3><p><a href=""https://www.northerner.com/us/fre"">FRE nicotine pouches</a> are intended for adults over the age of 21 seeking tobacco-free alternatives. These pouches offer a variety of flavors and strengths and utilize pre-primed technology to manage nicotine release and absorption.</p>","","Normal","2","","","No","Yes","","","Nicokick US,Northerner US","2","6.0 mg/pouch","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/a9/d9/19/63/6319d9a9f060d100017561d5/images/26/4a/8c/69/698c4a268ae4bae40ee15156/FRE-Lush-6mg-01_c1lypz.png?s=1200x,https://files.plytix.com/api/v1.1/file/public_files/pim/assets/a9/d9/19/63/6319d9a9f060d100017561d5/images/26/4a/8c/69/698c4a26138033b373e4dfa8/FRE-Lush-6mg-02_mhac2q.png?s=1200x","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/a9/d9/19/63/6319d9a9f060d100017561d5/images/26/4a/8c/69/698c4a268ae4bae40ee15156/FRE-Lush-6mg-01_c1lypz.png?s=1200x","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/a9/d9/19/63/6319d9a9f060d100017561d5/images/26/4a/8c/69/698c4a268ae4bae40ee15156/FRE-Lush-6mg-01_c1lypz.png?s=1200x","840158609102","FRE Lush 6mg","Yes","","FRE Nicotine Pouches","Lush","6.0 mg","FRE","Yes"
"FRE-60918","Simple","Nicotine Pouches, Synthetic","FRE Lush 3mg","FRE Lush 3mg","FRE","Nu-X Ventures","Turning Point Brands","All White Portion","All White Portion","Slim","20","","10.0","0.50","","0.35","Fruit","Tropical Fruit,Watermelon,Wild Berries","No","No","","Synthetic Nicotine","6.0","3.0","","","","","","India","<p>FRE Lush 3mg nicotine pouches feature a fruit flavor and are made with synthetic nicotine, offering a tobacco-free option.</p>","<h2>Pouch Highlights</h2><ul>  <li>Fruit-flavored pouches</li>  <li>A go-to alternative for tobacco-free nicotine</li>  <li>Easy to use whenever, wherever</li>  <li>Designed for spit-free and smoke-free use with a synthetic nicotine base</li></ul><h3>Discover FRE Lush 3mg Nicotine Pouches</h3><p>Manufactured by Turning Point Brands, FRE Lush 3mg nicotine pouches deliver a blend of fruit flavors. These slim, extra-strong pouches are designed for oral use and feature a semi-moist texture with pre-primed technology for an enhanced experience. FRE Lush pouches are tobacco-free and made with synthetic nicotine. Each can contains 20 pouches, providing 12mg of nicotine per pouch. This flavor is also available in 6mg, 9mg,12mg and 15mg nicotine strengths. FRE Lush pouches are available for purchase individually or in sets of 5, 10, 25, or 50, with fast shipping options through Northerner.</p><p><br></p><p><strong>Using FRE Lush 3mg:</strong> Simply place one pouch under your upper lip, keep it there for about 30 minutes, and then dispose of it responsibly after use.</p><h3>About FRE</h3><p><a href=""https://www.northerner.com/us/fre"">FRE nicotine pouches</a> &nbsp;are intended for adults over the age of 21 seeking tobacco-free alternatives. These pouches offer a variety of flavors and strengths and utilize pre-primed technology to manage nicotine release and absorption.</p>","","Normal","1","","","No","Yes","","","Nicokick US,Northerner US","1","3.0 mg/pouch","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/a9/d9/19/63/6319d9a9f060d100017561d5/images/4f/4a/8c/69/698c4a4f16cf87694baca595/FRE-Lush-3mg-01_erkd4c.png?s=1200x,https://files.plytix.com/api/v1.1/file/public_files/pim/assets/a9/d9/19/63/6319d9a9f060d100017561d5/images/50/4a/8c/69/698c4a5016cf87694baca596/FRE-Lush-3mg-02_qg5kcm.png?s=1200x","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/a9/d9/19/63/6319d9a9f060d100017561d5/images/4f/4a/8c/69/698c4a4f16cf87694baca595/FRE-Lush-3mg-01_erkd4c.png?s=1200x","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/a9/d9/19/63/6319d9a9f060d100017561d5/images/4f/4a/8c/69/698c4a4f16cf87694baca595/FRE-Lush-3mg-01_erkd4c.png?s=1200x","840158609164","FRE Lush 3mg","Yes","","FRE Nicotine Pouches","Lush","3.0 mg","FRE","Yes"
"FRE-60980","Simple","Nicotine Pouches, Synthetic","FRE Lush 15mg","FRE Lush 15mg","FRE","Nu-X Ventures","Turning Point Brands","All White Portion","All White Portion","Slim","20","","10.0","0.50","","0.35","Fruit","Tropical Fruit,Watermelon,Wild Berries","No","No","No","Synthetic Nicotine","30.0","15.0","","","","","","India","<p>FRE Lush 15mg nicotine pouches feature a fruit flavor and offer a tobacco-free nicotine alternative.</p>","<h2>Pouch Highlights</h2><ul><li>Features a fruit flavor</li><li>An extra-strong nicotine pouch option</li><li>Incorporates pre-primed technology to manage nicotine release</li><li>A go-to alternative for tobacco-free nicotine</li></ul><h3>Discover FRE Lush 15mg Nicotine Pouches</h3><p>FRE Lush 15mg nicotine pouches, manufactured by Turning Point Brands, provide a tobacco-free nicotine option with a fruit flavor. Designed for oral use, these pouches offer a spit-free format in a slim, semi-moist design. Containing synthetic nicotine and no tobacco, they are classified as extra strong, with each pouch delivering 15 mg of nicotine. The Lush flavor is also available in 9mg and 12mg nicotine strengths. Each can includes 20 pouches and is available for purchase online in individual cans or in multi-packs of 5, 10, 25, or 50 through Northerner.</p><p><strong>To use FRE Lush 15mg</strong>, place one pouch between your lip and gum, and keep it there for about 40 minutes. After use, dispose of the pouch responsibly in the trash.</p><h3>About FRE</h3><p><a href=""https://www.northerner.com/us/fre"">FRE nicotine pouches</a> provide an alternative to traditional oral tobacco. Targeting adults aged 21 and older, FRE is committed to offering tobacco-free products. Available in a variety of flavors and nicotine strengths, including Wintergreen, Mint, Sweet, and Lush.</p>","","Extra Strong","5","Can","1","No","Yes","Microcrystalline Cellulose, Water, Xylitol, Propylene Glycol, Flavorings, Nicotine, Tartaric Acid, Flavorant, Sodium Bicarbonate, Sodium carbonate, Hydroxypropyl cellulose, Sodium Chloride, Sucralose, Gum arabic.","Contains Nicotine,Contains Artificial Sweetners,Contains Flavoring,Contains Salt","Nicokick US,Northerner US","5","15.0 mg/pouch","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/a9/d9/19/63/6319d9a9f060d100017561d5/images/ab/4d/8c/69/698c4dab8ae4bae40ee15229/FRE-Lush-15mg-01_gvga4i.png?s=1200x,https://files.plytix.com/api/v1.1/file/public_files/pim/assets/a9/d9/19/63/6319d9a9f060d100017561d5/images/ab/4d/8c/69/698c4dab16cf87694baca641/FRE-Lush-15mg-02_yeryf1.png?s=1200x","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/a9/d9/19/63/6319d9a9f060d100017561d5/images/ab/4d/8c/69/698c4dab8ae4bae40ee15229/FRE-Lush-15mg-01_gvga4i.png?s=1200x","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/a9/d9/19/63/6319d9a9f060d100017561d5/images/ab/4d/8c/69/698c4dab8ae4bae40ee15229/FRE-Lush-15mg-01_gvga4i.png?s=1200x","840158609805","Fre Lush 15mg","Yes","","FRE Nicotine Pouches","Lush","15.0 mg","FRE","Yes"
"FRE-159128","Simple","Nicotine Pouches, Synthetic","FRE Lush 12mg","FRE Lush 12mg","FRE","Nu-X Ventures","Turning Point Brands","All White Portion","All White Portion","Slim","20","","9.98","0.50","","0.352","Fruit","Watermelon,Wild Berries,Tropical Fruit","No","No","No","Synthetic Nicotine","24.0","12.0","","","","","","India","<p>FRE Lush 12mg nicotine pouches feature a fruit flavor and are made with synthetic nicotine, offering a tobacco-free option.</p>","<h2>Pouch Highlights</h2><ul><li>Fruit-flavored pouches</li><li>A go-to alternative for tobacco-free nicotine</li><li>Designed for spit-free and smoke-free use with a synthetic nicotine base</li><li>Easy to use whenever, wherever</li></ul><h3>Discover FRE Lush 12mg Nicotine Pouches</h3><p>Manufactured by Turning Point Brands, FRE Lush 12mg nicotine pouches deliver a blend of fruit flavors. These slim, extra-strong pouches are designed for oral use and feature a semi-moist texture with pre-primed technology for an enhanced experience. FRE Lush pouches are tobacco-free and made with synthetic nicotine. Each can contains 20 pouches, providing 12mg of nicotine per pouch. This flavor is also available in 9mg and 15mg nicotine strengths. FRE Lush pouches are available for purchase individually or in sets of 5, 10, 25, or 50, with fast shipping options through Northerner.</p><p><strong>Using FRE Lush 12mg: </strong>Simply place one pouch under your upper lip, keep it there for about 30 minutes, and then dispose of it responsibly after use.</p><h3>About FRE</h3><p><a href=""https://www.northerner.com/us/fre"">FRE nicotine pouches</a> are intended for adults over the age of 21 seeking tobacco-free alternatives. These pouches offer a variety of flavors and strengths and utilize pre-primed technology to manage nicotine release and absorption.</p>","","Extra Strong","4","Can","1","No","Yes","Microcrystalline Cellulose, Water, Xylitol, Propylene Glycol, Flavorings, Nicotine, Tartaric Acid, Flavorant, Sodium Bicarbonate, Sodium carbonate, Hydroxypropyl cellulose, Sodium Chloride, Sucralose, Gum arabic.","Contains Nicotine,Contains Artificial Sweetners,Contains Flavoring,Contains Salt","Nicokick US,Northerner US","4","12.0 mg/pouch","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/a9/d9/19/63/6319d9a9f060d100017561d5/images/58/4e/8c/69/698c4e588f52ca9334efec2d/FRE-Lush-12mg-01_fb85mg.png?s=1200x,https://files.plytix.com/api/v1.1/file/public_files/pim/assets/a9/d9/19/63/6319d9a9f060d100017561d5/images/58/4e/8c/69/698c4e58138033b373e4e0a2/FRE-Lush-12mg-02_457miw.png?s=1200x","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/a9/d9/19/63/6319d9a9f060d100017561d5/images/58/4e/8c/69/698c4e588f52ca9334efec2d/FRE-Lush-12mg-01_fb85mg.png?s=1200x","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/a9/d9/19/63/6319d9a9f060d100017561d5/images/58/4e/8c/69/698c4e588f52ca9334efec2d/FRE-Lush-12mg-01_fb85mg.png?s=1200x","840158609287","Fre Lush 12mg","Yes","","FRE Nicotine Pouches","Lush","12.0 mg","FRE","Yes"
